"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"condition";"cyberball_played";"consent";"worker_id";"nt1";"nt2";"nt3";"nt4";"mood";"v_169";"b5_e1_r";"b5_a1";"b5_c1_r";"b5_n1_r";"b5_o1_r";"b5_e2";"b5_a2_r";"b5_c2";"b5_n2";"b5_o2";"excluded";"ignored";"received_tosses";"sex";"occupation";"age";"native";"no_native";"seriousness";"use_data";"use_data_reason";"comments";"task1_1";"task1_2";"task1_3";"task1_4";"task1_5";"task1_6";"task1_7";"task1_8";"task1_9";"task1_10";"task1_11";"task1_12";"task1_13";"task1_14";"task1_15";"task1_16";"task1_17";"task1_18";"task1_19";"task1_20";"task1_21";"task1_22";"task1_23";"task1_24";"task1_25";"task1_26";"task1_27";"task1_28";"task1_29";"task1_30";"task1_31";"task1_32";"task1_33";"task1_34";"task1_35";"task1_36";"task1_37";"task1_38";"task1_39";"task1_40";"task2_1";"task2_2";"task2_3";"task2_4";"task2_5";"task2_6";"task2_7";"task2_8";"task2_9";"task2_10";"task2_11";"task2_12";"task2_13";"task2_14";"task2_15";"task2_16";"task2_17";"task2_18";"task2_19";"task2_20";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6914690";"rts6915068";"rts6915822";"rts6915836";"rts6915840";"rts6915841";"rts6941320";"rts6941323";"rts6941326";"rts6941327";"rts6941335";"rts6941336";"rts6941337";"rts6941339";"rts6941344";"rts6944524";"rts6945204";"rts6945209";"tic"
"107";"0";"0";"31";"6900361";"-77";"725";"2";"2";"1";"60ff4590243a7dc4cc780477";"1";"1";"1";"1";"1";"2";"3";"5";"4";"2";"4";"3";"5";"4";"5";"3";"1";"1";"10";"2";"nanny";"20";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"6";"2";"4";"5";"3";"6";"2";"4";"4";"5";"5";"3";"2";"3";"3";"4";"3";"4";"4";"7";"Mozilla/5.0 (X11; CrOS x86_64 13904.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.147 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6945204,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"6b36d2ed9cb966e0c21c9f18c4b47506";"2";"0";"1627473635";"2021-07-28 12:00:35";"2021-07-28 12:12:40";"0000-00-00 00:00:00";"43";"431";"591";"238";"460";"637";"58";"221";"73";"54";"701";"722";"725";"26";"86";"94";"681";"445";"f6ccb1b279a67e9229b9b84bc8032842"
"108";"0";"0";"31";"6900361";"-77";"564";"1";"2";"1";"610048d0b681435493e7f3c0";"7";"7";"7";"7";"7";"2";"3";"4";"4";"4";"3";"5";"2";"5";"2";"5";"6";"6";"28";"2";"Student";"18";"1";"-77";"7";"2";"-77";"-77";"2";"1";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"1";"2";"1";"1";"2";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"1";"1";"1";"3";"6";"6";"3";"1";"5";"4";"4";"3";"2";"2";"5";"3";"5";"4";"5";"4";"5";"3";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"47bae26fea8ec7a28276657ab5b1511c";"2";"0";"1627473638";"2021-07-28 12:00:38";"2021-07-28 12:10:02";"0000-00-00 00:00:00";"20";"329";"466";"208";"348";"495";"44";"194";"54";"30";"547";"560";"564";"13";"66";"72";"533";"343";"8084886a24abf91f5aaf06e548525941"
"109";"0";"0";"31";"6900361";"-77";"591";"1";"2";"1";"60fe04b7b6de67ae464b269d";"8";"7";"5";"7";"7";"2";"2";"4";"5";"1";"4";"3";"2";"4";"5";"4";"1";"1";"40";"2";"Swim Teacher";"18";"1";"-77";"7";"2";"-77";"-77";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"6";"6";"6";"5";"5";"6";"6";"6";"3";"3";"3";"2";"3";"4";"3";"2";"5";"6";"6";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"8a143f0c287ae74f621d4c53eddb8be4";"2";"0";"1627473650";"2021-07-28 12:00:50";"2021-07-28 12:10:41";"0000-00-00 00:00:00";"27";"381";"511";"236";"406";"543";"50";"221";"61";"39";"577";"588";"591";"7";"82";"94";"559";"390";"c43deec56e7590608d39b0770c7a44d9"
"110";"0";"0";"31";"6900361";"-77";"614";"2";"2";"1";"60ff1afcf198913957916ff5";"1";"1";"5";"1";"1";"2";"3";"5";"3";"4";"2";"2";"3";"4";"4";"4";"9";"9";"5";"2";"Front Desk Associate";"23";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"6";"5";"5";"2";"7";"2";"7";"3";"1";"2";"4";"4";"5";"4";"6";"7";"5";"7";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.106 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"0e6e7739783dac6d8c73b16c79b8051a";"2";"0";"1627473655";"2021-07-28 12:00:55";"2021-07-28 12:11:09";"0000-00-00 00:00:00";"19";"353";"515";"246";"434";"547";"33";"233";"42";"28";"599";"610";"614";"7";"100";"108";"586";"370";"d47a23be8b6f7e69227cd3609590a4e0"
"111";"0";"0";"31";"6900361";"-77";"673";"1";"2";"1";"60ff83f2bca520125412f11b";"9";"9";"9";"9";"9";"1";"4";"5";"2";"1";"1";"4";"4";"4";"5";"5";"2";"3";"20";"2";"Teacher";"18";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"5";"6";"6";"3";"2";"6";"5";"5";"2";"3";"3";"6";"2";"1";"5";"3";"2";"2";"6";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"08581e15aa737c2914df4cfe63ff40ee";"2";"0";"1627473667";"2021-07-28 12:01:07";"2021-07-28 12:12:20";"0000-00-00 00:00:00";"27";"416";"569";"214";"429";"604";"45";"201";"57";"35";"652";"670";"673";"15";"60";"66";"626";"421";"9950d449ce517097ee8940b0df2c6224"
"112";"0";"0";"31";"6900361";"-77";"608";"2";"2";"1";"610008b5a8b3eb1ab44c3fd4";"1";"1";"3";"1";"1";"2";"2";"4";"2";"3";"2";"5";"4";"5";"5";"5";"9";"9";"5";"2";"Medicine";"32";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"2";"1";"2";"2";"5";"6";"5";"3";"3";"6";"5";"5";"3";"2";"5";"3";"3";"5";"5";"3";"3";"6";"4";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6945204,6945204,6941335,6941336,6941337,6900361";"1";"1";"0";"-77";"-77";"39ccebb887e482e7b8907c7465db3b75";"2";"0";"1627473678";"2021-07-28 12:01:18";"2021-07-28 12:11:26";"0000-00-00 00:00:00";"24";"321";"439";"191";"346";"482";"35";"179";"37";"31";"577";"596";"608";"14";"57";"67";"558";"333";"36ed69a4a70ef59533f9fea10999bee5"
"113";"0";"0";"31";"6900361";"-77";"985";"1";"2";"1";"60fecaac6ada4383c646974c";"8";"8";"8";"8";"9";"2";"4";"5";"1";"1";"4";"4";"4";"5";"5";"5";"5";"5";"33";"2";"sonogram technicican";"27";"1";"-77";"7";"2";"-77";"no";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"4";"5";"6";"4";"4";"5";"2";"4";"4";"2";"4";"4";"4";"4";"4";"7";"4";"3";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36 Edg/92.0.902.55";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6941323,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"9651a97f551327e40719f611e41e571a";"2";"0";"1627473693";"2021-07-28 12:01:33";"2021-07-28 12:17:58";"0000-00-00 00:00:00";"28";"519";"751";"274";"560";"836";"49";"255";"63";"37";"943";"975";"985";"13";"85";"102";"913";"543";"b0ed4787a928ce1b9d7ad077a71cf6c0"
"114";"0";"0";"31";"6900361";"-77";"559";"2";"2";"1";"60ff49c3f252756e2c90dc1e";"1";"1";"3";"1";"1";"1";"1";"4";"2";"2";"4";"4";"2";"5";"4";"4";"9";"9";"1";"2";"Student ";"23";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"5";"3";"5";"1";"3";"3";"6";"1";"2";"5";"3";"7";"2";"3";"5";"4";"5";"5";"5";"7";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"cab3918da57153ba815efa08b936efc3";"2";"0";"1627473698";"2021-07-28 12:01:38";"2021-07-28 12:10:57";"0000-00-00 00:00:00";"19";"321";"400";"208";"338";"481";"33";"197";"38";"24";"540";"555";"559";"10";"40";"43";"528";"329";"e682c52f2f111b3eac15b25ff7bf7c3e"
"115";"0";"0";"31";"6900361";"-77";"737";"1";"2";"1";"60fd3800b639094fa8a2059c";"3";"4";"5";"6";"6";"2";"5";"5";"5";"2";"4";"1";"4";"4";"5";"5";"8";"7";"20";"3";"Unemployed";"25";"1";"-77";"7";"2";"-77";"Nope thank you.";"1";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"7";"7";"4";"2";"1";"6";"2";"6";"2";"2";"4";"3";"5";"5";"3";"5";"2";"3";"6";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"906988a0ec13c938098de603c969d73b";"2";"0";"1627473700";"2021-07-28 12:01:40";"2021-07-28 12:13:57";"0000-00-00 00:00:00";"35";"497";"630";"318";"529";"659";"90";"290";"113";"83";"703";"726";"737";"21";"140";"153";"689";"510";"6a26092d30d726e1c84fc72e31345f9e"
"116";"0";"0";"31";"6900361";"-77";"1034";"1";"2";"1";"6100cec338142ecf6e6f1e08";"5";"5";"4";"5";"5";"2";"5";"4";"4";"2";"3";"1";"4";"4";"5";"3";"6";"4";"28";"2";"equestrian groom";"18";"1";"-77";"7";"2";"-77";"-77";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"5";"5";"4";"4";"4";"5";"3";"6";"2";"3";"3";"3";"3";"4";"6";"7";"2";"3";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"f4bbd08a8f3aac53918ca265630cf2d4";"2";"0";"1627473714";"2021-07-28 12:01:54";"2021-07-28 12:19:08";"0000-00-00 00:00:00";"48";"643";"813";"523";"681";"886";"64";"416";"79";"56";"984";"1031";"1034";"31";"108";"286";"937";"663";"d6c104766901527bc85a59cfdbebcaa8"
"117";"0";"0";"31";"6900361";"-77";"707";"1";"2";"1";"60feb1f4ecb6e6f63ddeb715";"6";"4";"3";"3";"7";"2";"1";"5";"1";"3";"5";"4";"3";"5";"4";"4";"5";"5";"25";"2";"carer";"30";"1";"-77";"7";"2";"-77";"-77";"1";"2";"1";"1";"1";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"2";"2";"6";"7";"3";"6";"5";"6";"4";"3";"3";"2";"4";"3";"6";"1";"7";"4";"5";"6";"2";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"666b681a962528866fa39eaa76e418fc";"2";"0";"1627473717";"2021-07-28 12:01:57";"2021-07-28 12:13:44";"0000-00-00 00:00:00";"25";"431";"569";"305";"459";"615";"113";"290";"125";"33";"664";"704";"707";"7";"144";"153";"637";"447";"8c38c943984ab7435f1c182bc0978288"
"118";"0";"0";"31";"6941341";"-77";"11";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Linux; Android 9; SM-G950F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.91 Mobile Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6941341";"0";"0";"0";"-77";"-77";"e697b2a4b3bcf1bb7fc5ec6b02a392b0";"2";"0";"1627473743";"2021-07-28 12:02:23";"2021-07-28 12:02:34";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"-77"
"119";"0";"0";"31";"6900361";"-77";"622";"2";"2";"1";"6101122085410e70ca020a04";"5";"7";"5";"5";"6";"2";"4";"4";"3";"4";"2";"4";"3";"4";"4";"4";"9";"9";"5";"2";"Student";"22";"2";"Tagalog/Filipino";"6";"2";"-77";"-77";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"7";"3";"2";"5";"2";"6";"2";"7";"4";"1";"2";"6";"3";"5";"4";"2";"6";"7";"2";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"06c1322124d618dde8f7ab607087e64a";"2";"0";"1627473761";"2021-07-28 12:02:41";"2021-07-28 12:13:03";"0000-00-00 00:00:00";"15";"417";"536";"302";"444";"559";"25";"283";"34";"21";"598";"619";"622";"8";"48";"155";"581";"428";"958c86fabcfaa77275d24d5b9a49e208"
